PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
MN0021407,,,4952,Sewerage Systems
MN0021415,,,4952,Sewerage Systems
MN0021423,,,4952,Sewerage Systems
MN0021431,,,4952,Sewerage Systems
MN0021440,,,4952,Sewerage Systems
MN0021458,,,4952,Sewerage Systems
MN0021466,,,4952,Sewerage Systems
MN0021571,,,4952,Sewerage Systems
MN0021601,,,4952,Sewerage Systems
MN0021628,,,4952,Sewerage Systems
MN0021644,,,4952,Sewerage Systems
MN0021652,,,4952,Sewerage Systems
MN0021679,,,4952,Sewerage Systems
MN0021687,,,4952,Sewerage Systems
MN0021725,,,4952,Sewerage Systems
MN0021750,,,4952,Sewerage Systems
MN0021776,,,4952,Sewerage Systems
MN0021784,,,4952,Sewerage Systems
MN0021814,,,4952,Sewerage Systems
MN0021822,,,4952,Sewerage Systems
MN0021831,,,4952,Sewerage Systems
MN0021849,,,4952,Sewerage Systems
MN0021857,,,4952,Sewerage Systems
MN0021881,,,4952,Sewerage Systems
MN0021890,,,4952,Sewerage Systems
MN0021920,,,4952,Sewerage Systems
MN0021946,,,4952,Sewerage Systems
MN0021954,,,4952,Sewerage Systems
MN0021971,,,4952,Sewerage Systems
MN0021989,,,4952,Sewerage Systems
MN0021997,,,4952,Sewerage Systems
MN0022012,,,4952,Sewerage Systems
MN0022055,,,4952,Sewerage Systems
MN0022071,,,4952,Sewerage Systems
MN0022080,,,4952,Sewerage Systems
MN0022101,,,4952,Sewerage Systems
MN0022110,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0022128,,,4952,Sewerage Systems
MN0022144,,,4952,Sewerage Systems
MN0022152,,,4952,Sewerage Systems
MN0022179,,,4952,Sewerage Systems
MN0022187,,,4952,Sewerage Systems
MN0022195,,,4952,Sewerage Systems
MN0022209,,,4952,Sewerage Systems
MN0022217,,,4952,Sewerage Systems
MN0022225,,,4952,Sewerage Systems
MN0022233,,,4952,Sewerage Systems
MN0022250,,,4952,Sewerage Systems
MN0022284,,,2086,Bottled And Canned Soft Drinks
MN0022322,,,4952,Sewerage Systems
MN0022411,,,8221,Colleges And Universities
MN0022446,,,2033,Canned Fruits And Vegetables
MN0022462,,,4952,Sewerage Systems
MN0022501,,,4952,Sewerage Systems
MN0022535,,,4952,Sewerage Systems
MN0022616,,,4952,Sewerage Systems
MN0022624,,,4952,Sewerage Systems
MN0022659,,,4952,Sewerage Systems
MN0022683,,,4952,Sewerage Systems
MN0022691,,,4952,Sewerage Systems
MN0022713,,,4952,Sewerage Systems
MN0022764,,,4952,Sewerage Systems
MN0022772,,,4952,Sewerage Systems
MN0022811,,,4952,Sewerage Systems
MN0022829,,,4952,Sewerage Systems
MN0022853,,,4952,Sewerage Systems
MN0022870,,,4952,Sewerage Systems
MN0022900,,,4952,Sewerage Systems
MN0022926,,,4952,Sewerage Systems
MN0022934,,,4952,Sewerage Systems
MN0022951,,,4952,Sewerage Systems
MN0022969,,,4952,Sewerage Systems
MN0022977,,,4952,Sewerage Systems
MN0022985,221320,Sewage Treatment Facilities,4952,Sewerage Systems
